stage,group,team_a,team_b,p_a_win,p_draw,p_b_win,expected_goals_a,expected_goals_b,projected_winner
group,I,Senegal,Iraq,0.46962486116960234,0.2635110099169913,0.2668641289134064,1.3834667978856603,0.9425606114060837,Senegal
group,I,Senegal,Norway,0.39040452241897583,0.3347497284412384,0.27484574913978577,1.2284157662773179,1.0531169484740017,Senegal
group,I,Iraq,Norway,0.28661983787594775,0.25472708833757834,0.4586530737864739,1.0009169494574541,1.4134929585668048,Norway
group,J,Argentina,Algeria,0.43682612016084255,0.33890132581138643,0.22427255402777102,1.5082868021374267,0.9196191137163182,Argentina
group,J,Argentina,Austria,0.5400646844496625,0.23374768743294944,0.22618762811738807,1.6891514534934713,0.8578895733134535,Argentina
group,J,Argentina,Jordan,0.6493014790013653,0.15336095025183186,0.19733757074680286,2.066559087683209,0.7574074374920636,Argentina
group,J,Algeria,Austria,0.40082923772422185,0.29610294986077995,0.3030678124149982,1.2223777379458438,1.0439535963350453,Algeria
group,J,Algeria,Jordan,0.5232287801274293,0.20088154676203568,0.2758896731105349,1.4661143113644926,0.9356934966362129,Algeria
group,J,Austria,Jordan,0.4479367101239629,0.18106743834410322,0.3709958515319339,1.2950850859025174,1.067138788578047,Austria
group,K,Portugal,Congo DR,0.5797840106358535,0.17445013966859219,0.24576584969555434,1.6340734819201395,0.8466802783406908,Portugal
group,K,Portugal,Uzbekistan,0.5458937205986124,0.16529266289930547,0.2888136165020821,1.4956459459237579,0.9246683735231301,Portugal
group,K,Portugal,Colombia,0.3032817334914724,0.32728819034362405,0.36943007616490353,1.172400390071432,1.2177042313514175,Colombia
group,K,Congo DR,Uzbekistan,0.44353455966017485,0.1430743805032131,0.41339105983661206,1.0795445543671334,1.1008448671103344,Congo DR
group,K,Congo DR,Colombia,0.25342089693012526,0.18643037040324123,0.5601487326666335,0.8556499282264655,1.4955701610711152,Colombia
group,K,Uzbekistan,Colombia,0.3122108578681946,0.17602455615997314,0.5117645859718323,0.9589007404617125,1.3518854976235986,Colombia
group,L,England,Croatia,0.3628733076377694,0.35698815327812156,0.280138539084109,1.338008260333614,1.113210781905809,England
group,L,England,Ghana,0.5533031719896053,0.23424918063722674,0.21244764737316793,2.0844166365162353,0.8199313774352326,England
group,L,England,Panama,0.5401803416067463,0.19611231077052088,0.26370734762273274,1.566509524956185,0.8904839800035103,England
