stage,group,team_a,team_b,p_a_win,p_draw,p_b_win,expected_goals_a,expected_goals_b,projected_winner
R16,,France,Japan,0.5843797952335777,0.0,0.41562020476642236,1.6521926826903366,1.2099843777603887,France
R16,,Morocco,Senegal,0.5741542575516934,0.0,0.42584574244830675,1.5159701253317839,1.136193313566541,Morocco
R16,,Mexico,Brazil,0.5062085076571422,0.0,0.4937914923428579,1.3848608774394844,1.3706609848203302,Mexico
QF,,Spain,Mexico,0.7259150837211441,0.0,0.27408491627885595,1.8906868800487353,0.840417008421939,Spain
QF,,Argentina,Morocco,0.6058559532530712,0.0,0.39414404674692893,1.635604412730062,1.1230018393554073,Argentina
QF,,England,France,0.49065360993237106,0.0,0.509346390067629,1.3917581948031614,1.5082612172525065,France
QF,,Netherlands,Germany,0.5765944625786082,0.0,0.42340553742139186,1.6250759546477704,1.3517499100033072,Netherlands
SF,,Spain,Netherlands,0.6382199405146152,0.0,0.36178005948538494,1.774997236138277,1.087624944132251,Spain
SF,,Argentina,France,0.5088787477404982,0.0,0.4911212522595017,1.5256901082877823,1.4487568948524452,Argentina
F,,Spain,Argentina,0.5064521155442637,0.0,0.4935478844557363,1.4006577928606418,1.335771509631882,Spain
