stage,group,team_a,team_b,p_a_win,p_draw,p_b_win,expected_goals_a,expected_goals_b,projected_winner
group,E,Curacao,Cote d'Ivoire,0.2937029179157566,0.3374027512909622,0.36889433079328127,1.0509666077042652,1.3813760866520641,Cote d'Ivoire
group,E,Curacao,Ecuador,0.20814146971280964,0.21137284602603776,0.5804856842611527,0.7722291422121873,1.8316651094749876,Ecuador
group,E,Cote d'Ivoire,Ecuador,0.3500839278126934,0.2882461335732381,0.3616699386140686,1.0649229360797021,1.2084039648903735,Ecuador
group,F,Netherlands,Japan,0.43000736832618713,0.32963407039642334,0.24035856127738953,1.3145967890175494,0.9953963790020247,Netherlands
group,F,Netherlands,Sweden,0.33540426703716913,0.3669993798136341,0.2975963531491967,1.4789003118407513,1.1510340330441333,Netherlands
group,F,Netherlands,Tunisia,0.3666678746540621,0.3400710916476791,0.2932610336982588,1.4160501781877837,1.020444062864284,Netherlands
group,F,Japan,Sweden,0.3606942594051361,0.3443518579006195,0.2949538826942444,1.3931367757297848,1.0536933700513331,Japan
group,F,Japan,Tunisia,0.4148733615875244,0.2996276319026947,0.2854990065097809,1.3766228772904816,0.9204001278184654,Japan
group,F,Sweden,Tunisia,0.32186637287933745,0.3017066509040192,0.37642697621664334,1.1940520197160729,1.261535442985462,Tunisia
group,G,Belgium,Egypt,0.2753758348412563,0.37076680747369506,0.35385735768504867,1.1754551614463802,1.2301303246639337,Egypt
group,G,Belgium,Iran,0.4380597378558155,0.262824035034415,0.29911622710976954,1.345311912203703,1.1076660976571633,Belgium
group,G,Belgium,New Zealand,0.2944833548520996,0.37174122417744326,0.33377542097045715,1.3771568351783858,1.2377870410113787,New Zealand
group,G,Egypt,Iran,0.38711667733689087,0.32385949350240867,0.28902382916070046,1.0984136297417086,1.0032181146577943,Egypt
group,G,Egypt,New Zealand,0.287580281496048,0.37140876054763794,0.3410109579563141,1.137526584573031,1.119671523594486,New Zealand
group,G,Iran,New Zealand,0.33973437547683716,0.34444504976272583,0.315820574760437,1.241116599661807,1.0305894761985066,Iran
group,H,Spain,Cabo Verde,0.7301776626759071,0.12914066401543212,0.1406816733086608,2.478061782801498,0.6003098283034073,Spain
group,H,Spain,Saudi Arabia,0.5453458509645738,0.2369801288393159,0.21767402019611032,2.030323094760007,0.7937806823147666,Spain
group,H,Spain,Uruguay,0.32238928444353593,0.36601455110354875,0.3115961644529153,1.2904950174442718,1.0066460357584308,Spain
group,H,Cabo Verde,Saudi Arabia,0.37562368439506544,0.2740785263204135,0.35029778928452104,1.1821995789222743,1.1693393864549084,Cabo Verde
group,H,Cabo Verde,Uruguay,0.28047695392644956,0.2511426209041332,0.46838042516941725,0.9468755403294246,1.4552408262147778,Uruguay
group,H,Saudi Arabia,Uruguay,0.2942287238172077,0.32004304766526676,0.38572822851752553,1.042772959063365,1.3529742736566677,Uruguay
group,I,France,Senegal,0.32751429080963135,0.34525471925735474,0.3272309899330139,1.3075607705590897,1.1314579053309077,France
group,I,France,Iraq,0.4219672679901123,0.30261802673339844,0.27541470527648926,1.6108455128771533,1.0107506155653199,France
group,I,France,Norway,0.3004401415717644,0.3645480681821128,0.33501179024612276,1.3049198431274862,1.1966549463043432,Norway
group,I,Senegal,Iraq,0.3399330085456081,0.3348800541353274,0.3251869373190645,1.185230417250853,1.0567679518527464,Senegal
group,I,Senegal,Norway,0.40179598331451416,0.2979990541934967,0.30020496249198914,1.232319394660788,1.0797477115563292,Senegal
group,I,Iraq,Norway,0.3252329133381571,0.3100832608317357,0.36468382583010717,1.0811832988155092,1.2681906566038563,Norway
group,J,Argentina,Algeria,0.3420353335748712,0.3365854423220587,0.32137922410307,1.3210404938804512,1.057974882350856,Argentina
group,J,Argentina,Austria,0.40250733494758606,0.28144338726997375,0.3160492777824402,1.4290205785394405,1.006292126496236,Argentina
group,J,Argentina,Jordan,0.43221387671149514,0.28853071996386526,0.2792554033246396,1.6180287855948274,0.9348001872649835,Argentina
group,J,Algeria,Austria,0.31555959582328796,0.2915087044239044,0.3929316997528076,1.0836470549709087,1.181904413770028,Austria
